X1,X2,X3,X4,Y
0.019766,2.494888,-0.341443,-0.011431,0
0.25011,1.874932,0.231624,0.174714,0
0.24582,1.927448,0.352347,-0.174698,0
0.007128,1.782454,0.016809,0.129843,0
-0.006404,1.760939,-0.113762,0.214337,0
0.193247,1.739714,0.011417,0.00959,0
-0.226986,1.952677,-0.227118,0.580246,0
0.069731,1.922035,0.016331,0.338239,0
0.131836,2.195336,-0.367413,-0.064798,0
-0.021617,1.993199,0.060728,-0.414529,0
0.10106,2.130254,-0.286694,-0.299898,0
-0.071892,2.228626,-0.212888,0.274915,0
-0.023925,2.187276,-0.078165,-0.117938,0
0.082786,1.8157,0.259549,-0.071837,0
-0.153357,1.420506,0.165605,-0.685255,0
-0.103527,1.643608,0.154449,0.416144,0
0.08328,1.499504,-0.081907,0.063386,0
0.378184,2.154296,-0.030253,-0.285954,0
0.008246,2.500879,0.066132,0.193614,0
-0.177803,1.797238,-0.247707,-0.139082,0
0.178738,2.053985,0.254507,-0.420695,0
0.178011,1.813317,0.162473,-0.031483,0
-0.222794,2.023998,-0.296388,-0.224854,0
-0.161545,1.535949,0.208711,-0.211399,0
0.061286,1.675834,0.056916,0.148935,0
0.088282,2.036588,-0.035452,-0.338703,0
-0.089278,2.288705,-0.361001,0.181538,0
0.522229,2.074519,0.048093,-0.803851,0
0.378562,1.924258,-0.064831,-0.334788,0
0.062673,2.403181,-0.120873,-0.031553,0
-0.075893,2.070236,-0.150418,0.294165,0
0.082363,1.609085,0.101833,-0.24214,0
0.066587,1.764247,0.1142,-0.630907,0
-0.13095,1.805892,0.183294,-0.210104,0
-0.264637,1.815824,0.143519,0.547886,0
0.052533,2.09768,-0.316088,0.112952,0
-0.172245,1.817676,0.35001,0.125042,0
-0.187214,1.766958,0.077785,-0.100412,0
0.076365,2.206641,0.38845,0.325303,0
-0.253648,2.230561,-0.039078,0.30166,0
0.113719,2.00607,0.320645,-0.453476,0
0.044647,1.478861,-0.195405,-0.507761,0
-0.157264,1.815456,-0.23996,-0.423064,0
-0.139645,1.905134,0.192789,0.011233,0
-0.126555,1.88523,-0.012104,0.01852,0
0.261994,2.095049,-0.019245,-0.467543,0
-0.063987,2.096495,-0.068017,-0.159884,0
0.10871,1.888249,-0.287752,-0.134941,0
-0.019782,2.3249,0.176781,0.08188,0
0.053576,1.659912,0.253252,-0.029547,0
-0.532188,2.09795,-0.454512,0.561153,0
-0.078454,1.664362,0.163819,-0.55625,0
0.009095,2.115245,0.12907,-0.306288,0
0.017132,1.711242,0.105143,-0.511408,0
0.218321,1.881905,0.062228,0.007347,0
0.027338,2.163245,-0.149721,-0.348202,0
-0.033809,2.284732,0.120774,0.666015,0
-0.194728,1.87534,0.224741,0.338869,0
0.019845,1.800576,-0.140344,-0.450376,0
0.560279,1.885044,0.209378,-0.50514,0
0.386748,1.866951,-0.132349,-0.986647,0
0.121333,1.940211,0.177444,-0.418055,0
0.090419,2.073571,0.150371,-0.208494,0
0.085333,2.164283,-0.074998,-0.091077,0
0.132666,1.664983,0.178304,0.062658,0
-0.020219,1.89265,0.112927,-0.028535,0
-0.066277,1.63481,-0.255437,0.138454,0
-0.229929,1.754837,-0.01341,0.029357,0
0.180584,1.722386,-0.026998,-0.646975,0
0.362281,1.977858,0.266696,-0.31684,0
-0.414293,2.049221,-0.05968,0.180132,0
-0.447779,1.516045,-0.005774,0.245326,0
0.246265,2.056552,0.183709,-0.330643,0
0.104069,1.726735,-0.004187,0.455277,0
0.26632,2.30686,0.410486,0.066623,0
0.182351,2.425817,-0.106062,0.538467,0
0.178019,2.352217,0.036436,-0.043694,0
-0.490995,1.993972,0.108691,0.502269,0
0.008722,1.427186,0.304829,-0.158632,0
0.439638,1.95774,-0.01076,-0.468812,0
0.345873,2.168808,0.20709,-0.564467,0
0.056042,1.947034,0.200007,-0.41598,0
-0.065893,1.967379,-0.020125,-0.528305,0
-0.234445,2.184969,-0.108981,0.440951,0
-0.282128,2.225673,-0.258926,0.422609,0
-0.271754,1.936726,0.135283,0.519637,0
-0.176462,2.068059,0.30733,0.130708,0
-0.043771,1.961127,0.030222,-0.050519,0
0.110776,2.193671,0.318187,-0.037034,0
-0.091291,2.245724,-0.241778,0.730299,0
-0.006998,1.630539,0.097872,-0.619996,0
0.112639,2.276902,0.219831,0.368202,0
0.257244,2.051574,-0.210033,0.053904,0
-0.216615,2.313328,-0.234018,0.727746,0
-0.084181,1.392663,-0.206496,-0.092067,0
-0.004905,1.715843,-0.17791,-0.261478,0
-0.037106,1.955781,-0.14225,-0.070215,0
0.077284,1.887705,0.231529,-0.067999,0
0.411323,2.425955,0.113738,-0.540617,0
-0.234335,2.10303,-0.126913,0.313699,0
-0.054202,2.0873,0.353646,0.155965,0
0.205605,2.162819,0.215533,-0.187557,0
-0.006266,1.786155,0.108617,0.140163,0
0.270836,1.935187,0.140858,-0.105689,0
-0.024794,2.302237,-0.387834,-0.003157,0
-0.258884,2.139592,-0.088709,0.6054,0
-0.050761,2.061167,0.047233,-0.476904,0
0.138486,2.203758,0.081731,0.066254,0
0.13387,1.99902,0.469751,-0.270015,0
0.13785,1.457456,0.429539,0.246635,0
-0.577976,1.997399,0.059536,0.451712,0
-0.328832,1.760543,-0.180862,0.512502,0
0.263955,2.091722,-0.156277,0.421377,0
-0.013254,2.105635,-0.250791,0.444088,0
0.426284,2.021819,-0.179858,-0.534097,0
0.066427,2.088944,0.122834,-0.416931,0
0.143086,1.888721,0.415079,0.110609,0
-0.022357,2.021474,-0.492199,0.463342,0
0.035677,2.195449,-0.114042,0.362037,0
0.176496,2.08999,-0.062052,-0.150463,0
0.305281,1.897753,0.097465,-0.669801,0
0.137401,2.053594,0.418163,-0.017315,0
0.07797,2.101982,0.018748,0.143599,0
0.122283,1.871892,-0.149724,0.075932,0
0.107088,1.475819,0.241139,0.040495,0
-0.005111,1.98253,0.341937,-0.168833,0
0.041079,2.51926,-0.218799,0.131315,0
-0.212023,1.933909,-0.13288,-0.108394,0
-0.247902,1.818932,-0.082833,0.270202,0
-0.051289,1.780137,0.442627,0.352225,0
0.399386,2.126022,0.082123,-0.361986,0
-0.166336,2.045179,-0.013404,0.152521,0
0.283794,1.946547,0.070221,-0.072552,0
0.211848,2.421565,-0.470052,0.269011,0
0.090008,2.104817,0.122358,-0.611085,0
-0.097942,1.82456,0.08506,-0.24571,0
-0.21082,1.825655,0.237809,0.078461,0
-0.346328,1.619433,0.474404,0.819318,0
0.171232,2.386793,-0.351105,-0.385061,0
-0.23091,2.123929,0.008856,0.499864,0
0.517597,2.289992,-0.13623,-0.587276,0
