X1,X2,X3,X4,Y
0.600679,1.564935,0.980255,0.807383,0
0.399884,1.623146,1.273696,0.362354,0
0.679296,1.229786,1.521451,0.868708,0
1.107421,1.185453,1.404833,0.993393,0
0.856228,1.398055,1.315312,0.970688,0
0.821763,0.844949,1.290097,0.83744,0
0.790204,1.115292,1.098866,0.779873,0
0.737584,1.085394,1.166504,0.828747,0
1.538569,0.742029,1.153041,0.976526,0
0.720671,1.056366,1.036588,0.540714,0
0.578442,1.671187,1.281013,0.597854,0
0.962485,0.861183,1.19959,0.945107,0
0.45412,1.532594,0.965365,1.107047,0
0.571828,1.355844,1.418481,0.422636,0
0.707129,1.278936,1.263355,0.952382,0
0.977043,1.149757,1.205855,0.562663,0
0.247784,1.533307,0.994506,0.910046,0
1.360671,0.548849,0.967276,0.737067,0
1.179985,1.012086,1.474764,0.529685,0
0.296026,1.611098,1.043856,0.770367,0
0.695386,1.326817,1.434232,0.897922,0
0.969482,1.293614,1.215233,0.802106,0
0.620146,1.587387,0.928269,0.489478,0
0.772237,1.339634,1.264634,0.998842,0
0.791675,1.513082,1.151288,0.573592,0
0.871321,0.896351,0.881908,0.81373,0
0.849475,0.736748,1.219156,1.10487,0
1.2929,0.775944,1.630653,1.062704,0
0.826591,0.992351,1.378951,0.736084,0
0.670616,1.319004,1.212124,0.568283,0
1.273261,0.918303,1.471278,0.683083,0
0.570459,1.709524,1.029935,1.037418,0
0.715464,0.77672,0.914884,0.777667,0
1.01826,1.131204,0.968871,0.769519,0
0.50439,1.625271,1.13936,0.707155,0
0.760515,1.290666,1.260684,1.101963,0
0.841251,1.050368,1.113994,0.624024,0
0.340524,1.741183,1.233611,0.43718,0
0.779067,1.015996,1.069779,0.722681,0
0.725525,1.071036,0.835043,0.836646,0
0.661476,1.38946,1.356374,0.739969,0
0.559526,1.340623,1.025275,0.765844,0
0.714234,1.247401,0.909515,0.710516,0
0.920835,0.965001,1.884021,0.984851,0
0.872907,0.960261,1.252108,0.887132,0
1.110729,1.053943,1.513197,0.964585,0
0.870653,1.241502,0.527835,0.603199,0
0.649872,1.420239,1.258361,0.697839,0
0.66444,1.202526,1.164348,0.748618,0
0.555715,1.45061,1.068117,0.670855,0
1.002418,0.761617,1.153167,0.626443,0
1.120183,1.061772,0.851653,0.570286,0
0.732341,1.164886,1.269375,0.653089,0
0.436406,1.912698,1.206695,0.585887,0
1.010355,1.414158,1.456075,0.78447,0
0.660118,1.07088,1.435361,0.958508,0
0.989247,1.274848,1.346578,0.864255,0
0.408707,1.435648,1.08978,0.734124,0
0.464153,1.36141,1.248262,0.826626,0
0.526902,1.769797,1.018532,0.631596,0
1.082565,1.313828,0.588362,0.784216,1
1.268832,1.785249,0.948048,0.479777,1
0.52864,1.059405,0.859349,0.701841,1
0.55194,1.1962,1.043346,0.644058,1
0.879657,1.185926,0.889746,1.03333,1
1.014827,1.339403,0.646757,0.763395,1
0.461551,1.121298,0.723705,0.252166,1
0.911414,1.171125,0.41651,0.560111,1
0.684454,1.036396,0.798974,0.911942,1
0.467512,0.90395,0.619204,0.627816,1
1.110719,1.509085,0.529744,0.411663,1
1.157816,1.571685,0.874224,0.580245,1
0.648364,1.068368,0.856682,0.874593,1
0.848638,1.254895,0.909499,0.916649,1
0.683313,1.115885,0.64393,0.623123,1
1.101769,1.138425,0.54984,1.221896,1
0.560065,0.930513,0.891029,0.995982,1
0.739754,1.151803,0.98308,1.030556,1
0.533259,1.003674,0.509534,0.451788,1
0.833361,1.041379,0.54606,0.904663,1
0.501827,1.029819,1.291702,1.350849,1
0.921999,1.419282,0.777837,0.533971,1
0.560802,1.02173,0.815291,0.869737,1
0.881546,1.17912,0.946012,1.218092,1
0.817168,1.183256,0.685233,0.791228,1
0.887326,1.360611,0.82532,0.637523,1
1.055859,1.311346,0.864254,1.087136,1
1.142437,1.481113,0.645051,0.624613,1
0.696504,1.337389,0.955086,0.524307,1
0.967908,1.300455,0.948447,1.12668,1
0.965455,1.471727,1.108692,0.99873,1
0.944715,1.180613,0.607445,0.847469,1
0.763604,1.139638,0.92593,0.996439,1
0.080868,0.932041,1.505455,0.766247,1
0.875199,1.162904,0.899429,1.04946,1
0.764529,1.24837,0.900993,0.820877,1
0.603627,1.035667,0.998776,1.031357,1
0.909088,1.219285,0.689425,0.837624,1
0.853608,1.189416,0.667899,0.809627,1
0.851784,1.300686,0.798107,0.596693,1
0.886748,1.229851,0.758387,0.808445,1
0.487812,0.960467,0.880351,0.792809,1
0.814816,1.243485,1.035525,0.888152,1
0.75458,1.049894,1.085041,1.41978,1
1.06212,1.524139,0.850994,0.612077,1
0.814005,1.080567,0.614201,0.943628,1
0.691309,1.348238,1.332124,0.926198,1
1.115945,1.549167,0.654582,0.472618,1
0.613787,1.131667,1.143676,1.022279,1
1.077009,1.051927,0.267178,1.082624,1
1.087486,1.456235,0.853527,0.785972,1
0.827614,1.152517,0.742116,0.790048,1
0.880496,1.245195,0.62565,0.726908,1
0.843758,1.348433,1.032826,0.822664,1
1.168267,1.348196,0.888557,1.255743,1
1.190605,1.458793,0.739298,0.751217,1
0.873118,0.747829,0.618822,1.728664,1
0.82533,1.420362,0.852357,0.45002,1
0.836388,1.24897,0.776829,0.706254,1
1.034554,1.387621,0.800284,0.815997,1
0.612492,1.171317,0.874255,0.577595,1
0.997023,1.158063,0.496884,0.820532,1
1.130823,1.597907,0.77385,0.454368,1
0.833992,1.25622,0.986237,1.034168,1
0.875964,1.054937,0.633193,1.187192,1
0.624566,0.922971,0.819779,1.129522,1
0.972053,1.249772,0.757902,0.91069,1
0.718152,1.119058,0.722507,0.702727,1
0.969091,1.344675,0.782822,0.706396,1
0.696555,1.386071,0.978622,0.463735,1
0.848474,1.371502,0.825989,0.641897,1
1.123766,1.421726,0.850326,0.916412,1
1.095521,1.199799,0.566686,1.065175,1
0.868971,1.208583,0.68643,0.745028,1
0.604026,1.095171,0.616122,0.572249,1
0.709364,1.190623,0.94816,0.733,1
0.682247,0.999908,0.667785,0.967396,1
0.906225,1.187169,0.612419,0.775622,1
0.838937,1.202858,0.785023,0.952723,1
1.047156,1.296675,0.622524,0.810625,1
0.241883,0.839452,0.93905,0.691986,1
1.071386,1.404959,0.741455,0.735429,1
0.316363,0.886415,0.926125,0.726551,1
0.68966,1.116431,1.31686,1.352509,1
0.943668,1.500185,0.936163,0.577167,1
0.928672,1.258108,0.601732,0.613995,1
1.038538,1.21663,0.571697,0.90331,1
0.735157,1.323092,0.988372,0.667996,1
0.66226,1.353719,0.95214,0.340658,1
0.586236,0.948938,0.977308,1.141988,1
1.128246,1.262896,0.671295,1.090419,1
0.779074,1.341981,1.091383,0.777813,1
0.603639,1.111132,0.688906,0.490402,1
0.44577,0.902242,1.049245,1.146907,1
0.863207,1.124964,0.764454,1.06254,1
0.431319,0.848411,0.744026,0.918541,1
0.920853,1.065151,0.744885,1.205148,1
0.942203,1.398282,1.036372,0.91145,1
0.889265,1.036716,0.92348,1.464169,1
0.72121,1.017895,0.649293,0.956151,1
1.000926,1.201359,0.792677,1.128009,1
0.603401,0.869764,0.765893,1.128302,1
0.982898,1.370456,0.953578,0.898853,1
0.821487,1.22945,0.93348,0.894515,1
0.454909,1.068058,1.074322,0.810638,1
0.826409,1.140271,0.809393,0.963867,1
1.027942,1.346292,0.711144,0.78832,1
0.751884,0.905929,0.771576,1.418586,1
0.53118,0.829463,0.62118,0.890665,1
0.714433,0.971803,0.741225,1.17979,1
0.468411,0.918268,0.90775,0.961918,1
