X1,X2,X3,X4,Y
1.199653,1.258087,0.982863,1.000315,0
1.203599,1.066451,0.534747,0.97333,0
1.096427,1.184544,1.293702,1.381156,0
0.958135,0.903461,0.91897,0.728722,0
1.210144,1.158833,1.160851,1.295831,0
1.39835,1.37633,1.125427,1.22099,0
0.96712,0.933864,0.965923,1.03841,0
0.851291,0.894884,1.295416,1.34755,0
1.248633,1.292953,1.070018,1.334171,0
0.911527,0.741854,0.72934,0.958303,0
0.729534,0.76162,1.063538,1.274869,0
1.196361,1.314102,1.237501,1.176727,0
1.477358,1.578932,1.400106,1.298575,0
1.178867,1.1162,0.934006,1.19899,0
0.827575,0.790221,1.044292,0.949137,0
0.999157,0.997792,0.832895,0.777498,0
1.396427,1.385106,1.338392,1.404496,0
0.602452,0.596835,0.944522,1.06961,0
0.736849,0.641493,0.884542,0.777108,0
0.89672,0.9046,1.061715,0.993154,0
1.128757,1.092503,0.99106,1.041772,0
0.499483,0.451844,0.552645,0.874924,0
1.059164,1.070334,0.949322,0.798427,0
1.063326,1.0117,0.623392,0.669686,0
1.126349,1.121691,0.939171,0.768038,0
1.139361,1.32188,1.193557,1.32928,0
1.102527,1.110457,1.368565,1.31697,0
0.500292,0.42959,1.284436,1.401428,0
1.016575,1.013433,1.5603,1.4549,0
0.61436,0.642208,0.535997,0.337046,0
0.749804,0.760149,0.902792,0.982005,0
0.842551,0.957563,0.525964,0.297676,0
1.079869,1.015048,0.873151,0.9558,0
0.880752,0.839721,1.007841,1.170388,0
1.141972,1.29793,0.949886,1.295105,0
1.153773,1.197136,1.319852,1.085434,0
1.207107,1.260788,0.677581,1.077641,0
1.031478,1.020596,1.194347,1.119429,0
1.17851,1.135202,1.316739,1.259292,0
1.438196,1.52445,1.279055,1.480196,0
1.019643,1.058875,1.369555,1.272392,0
1.027374,1.150408,0.39512,0.509991,0
1.229025,1.378469,0.696159,0.741594,0
0.946604,0.919555,1.149349,1.100524,0
0.603084,0.626877,1.059488,0.804866,0
1.277576,1.204101,1.015772,1.073807,0
0.992011,0.962688,1.180085,1.12728,0
0.619787,0.499411,0.598725,0.457403,0
1.108092,1.112699,0.918551,1.054867,0
1.075552,1.13931,1.227013,1.16581,0
0.810548,0.751373,1.004024,0.92967,0
0.980098,0.973503,0.69476,1.14994,0
0.904203,0.881656,0.642162,0.658689,0
1.4324,1.340982,1.100928,0.997527,0
0.887452,0.880243,0.849066,1.198356,0
0.990645,0.925122,0.768442,0.923344,0
1.138507,1.093957,1.040186,1.132645,0
1.284967,1.268948,1.378909,1.085968,0
0.396211,0.361477,0.774684,0.582519,0
0.818034,0.880359,1.361349,1.093132,0
1.001267,0.994575,1.113308,0.934289,0
1.276827,1.297881,1.26219,0.969813,0
0.939754,1.033084,0.591822,0.570094,0
1.369535,1.405923,1.434391,1.504961,0
1.429418,1.409204,1.254565,0.987862,0
0.754671,0.885524,0.809531,1.094703,0
1.000399,0.963348,0.575757,0.608037,0
0.920332,0.943063,1.553531,1.478627,0
1.283175,1.25511,1.127213,0.817722,0
0.833968,0.850771,1.039004,1.114505,0
1.201568,1.188582,1.14114,1.225947,0
0.96217,1.038536,0.673879,0.911252,0
0.860945,0.965328,1.040045,0.989591,0
1.266699,1.314598,1.048488,1.183595,0
0.568803,0.565151,0.807374,0.9129,0
0.633167,0.657161,0.38481,0.366221,0
1.121439,1.146353,1.228784,1.198345,0
1.678438,1.603733,1.324774,1.319582,0
1.192922,1.331689,0.967602,1.026392,0
0.454666,0.590862,1.414017,1.206263,0
0.927477,0.997519,1.108481,1.178532,0
1.176703,1.264668,1.112328,1.010634,0
1.265105,1.354615,0.946997,1.16536,0
1.239539,1.168743,1.076992,1.149974,0
1.083572,1.041478,1.221552,1.456373,0
1.104077,1.183403,1.028512,0.976063,0
1.064557,1.093321,0.879702,0.83452,0
1.026683,0.891734,1.220253,1.065446,0
0.936006,1.054445,1.134236,0.886533,0
1.36352,1.422728,1.194403,1.231865,0
0.853013,0.853142,0.608489,0.716577,0
0.951446,0.927212,0.870093,0.954331,0
1.317099,1.352083,0.832832,1.253744,0
0.892777,0.976178,0.805435,0.625529,0
0.938984,0.931876,1.094018,0.819869,0
1.555038,1.425834,1.233861,1.569989,0
1.303411,1.409682,0.727951,0.761627,0
0.826206,0.809772,0.972887,1.023247,0
0.805707,0.868529,0.982633,0.789069,0
1.395162,1.465642,0.772531,1.027498,0
1.126788,1.054501,1.143701,1.378554,0
0.842821,0.686581,0.638695,0.734657,0
1.037664,1.096952,1.296262,1.368583,0
0.879043,0.924819,1.011588,0.878934,0
0.896022,0.932949,0.62281,0.820844,0
0.843648,0.930255,0.76794,1.111446,0
1.525643,1.40892,0.786881,0.894948,0
0.998685,0.943427,0.918956,0.884185,0
0.822045,0.816435,1.058521,0.913714,0
1.35368,1.438908,0.814193,0.848695,0
0.697135,0.841174,0.883284,0.730911,0
0.591184,0.539345,0.858163,0.570275,0
1.817953,1.821522,1.421123,1.519964,0
0.811317,0.847084,0.971321,0.832076,0
